title,url
周杰倫 Jay Chou【一點點 A Little Bit】Official MV,https://www.youtube.com/watch?v=COhiu3c7Sgc&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【前世情人 Lover From Previous Life】Official MV,https://www.youtube.com/watch?v=j9k3liT2MLo&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【英雄（2017英雄聯盟世界大賽 混音版）Hero (Worlds Remix) | Worlds 2017 - League of Legends,https://www.youtube.com/watch?v=Xo1RPOrOvK4&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou (feat. 林書豪Jeremy Lin)【土耳其冰淇淋 Tu Er Qi Ice Cream】Official MV,https://www.youtube.com/watch?v=kOriLqPD7PI&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou (特別演出: 派偉俊)【告白氣球 Love Confession】Official MV,https://www.youtube.com/watch?v=bu7nU9Mhpyo&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【Now You See Me】Official MV (120s),https://www.youtube.com/watch?v=LbUKhXO2oCs&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【愛情廢柴 Failure at love】Official MV,https://www.youtube.com/watch?v=2kdYSeoHChg&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【等你下課 Waiting For You  (with 楊瑞代 Gary)】歌詞版Lyrics MV,https://www.youtube.com/watch?v=kfXdP7nZIiE&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【不愛我就拉倒 If You Don't Love Me, It's Fine】Official MV 發燒影片華語地區蟬聯第一 美國直衝前二",https://www.youtube.com/watch?v=MAjY8mCTXWk&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【軌跡 HD】Official MV,https://www.youtube.com/watch?v=7O2ak5803mI&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【霍元甲 Fearless】Official MV,https://www.youtube.com/watch?v=wr-6wwt8RXk&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【黃金甲 Golden Armor】Official MV,https://www.youtube.com/watch?v=DuErkkiCaZU&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【不能說的祕密 Secret】Official MV,https://www.youtube.com/watch?v=uIWypArI73w&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【周大俠 Master Chou】Official MV(電影「功夫灌籃」主題曲),https://www.youtube.com/watch?v=EZxhW-uSN_I&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
